slot,timestamp,action_count,adds,removes,actions,placement_before,placement_after,demand,attachment_points,total_requests,demand_pairs,covered_pairs_after,uncovered_pairs_after,coverage_ratio_after,objective,R_nominal,B_nominal,R_wc,B_wc,Op_cost,solve_time,status
11,10,5,3,2,"ADD:4,1;ADD:4,2;ADD:5,6;REMOVE:3,8;REMOVE:4,3",0:-;1:-;2:-;3:8;4:3;5:-;6:-;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:1|2;5:6;6:-;7:-;8:-;9:-,4@1=1;4@2=1;5@6=1,"1,2,6",3,3,3,0,1.0,0.7975340396522952,1.0,0.09753403965229517,0.0,0.0,0.30000000000000004,0.2155930995941162,Feasible|selected=beam_search
12,11,4,1,3,"ADD:4,3;REMOVE:4,1;REMOVE:4,2;REMOVE:5,6",0:-;1:-;2:-;3:-;4:1|2;5:6;6:-;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:3;5:-;6:-;7:-;8:-;9:-,4@3=1,3,1,1,1,0,1.0,1.0024961768752871,1.0,0.10249617687528731,0.0,0.0,0.1,0.18128418922424316,Feasible|selected=greedy
13,12,4,3,1,"ADD:3,6;ADD:4,0;ADD:5,8;REMOVE:4,3",0:-;1:-;2:-;3:-;4:3;5:-;6:-;7:-;8:-;9:-,0:-;1:-;2:-;3:6;4:0;5:8;6:-;7:-;8:-;9:-,3@6=1;3@8=1;4@0=1;5@8=1,"6,8,0",4,4,4,0,1.0,0.7785479673319775,1.0,0.07854796733197755,0.0,0.0,0.30000000000000004,0.2648460865020752,Feasible|selected=beam_search
14,13,5,2,3,"ADD:2,7;ADD:4,5;REMOVE:3,6;REMOVE:4,0;REMOVE:5,8",0:-;1:-;2:-;3:6;4:0;5:8;6:-;7:-;8:-;9:-,0:-;1:-;2:7;3:-;4:5;5:-;6:-;7:-;8:-;9:-,2@4=1;2@9=1;4@5=1,"4,9,5",3,3,3,0,1.0,0.8277143382299919,1.0,0.027714338229991736,0.0,0.0,0.2,0.2568631172180176,Feasible|selected=greedy
15,14,5,3,2,"ADD:2,6;ADD:4,9;ADD:5,1;REMOVE:2,7;REMOVE:4,5",0:-;1:-;2:7;3:-;4:5;5:-;6:-;7:-;8:-;9:-,0:-;1:-;2:6;3:-;4:9;5:1;6:-;7:-;8:-;9:-,2@6=1;4@6=1;4@2=2;5@1=1,"6,2,1",5,4,4,0,1.0,0.7420511303957784,1.0,0.04205113039577856,0.0,0.0,0.30000000000000004,0.28696513175964355,Feasible|selected=greedy
16,15,5,2,3,"ADD:2,2;ADD:4,5;REMOVE:2,6;REMOVE:4,9;REMOVE:5,1",0:-;1:-;2:6;3:-;4:9;5:1;6:-;7:-;8:-;9:-,0:-;1:-;2:2;3:-;4:5;5:-;6:-;7:-;8:-;9:-,2@0=1;2@2=1;4@5=1,"0,2,5",3,3,3,0,1.0,0.8606083221314984,1.0,0.06060832213149845,0.0,0.0,0.2,0.28577494621276855,Feasible|selected=greedy
17,16,3,1,2,"ADD:4,3;REMOVE:2,2;REMOVE:4,5",0:-;1:-;2:2;3:-;4:5;5:-;6:-;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:3;5:-;6:-;7:-;8:-;9:-,4@2=1;4@3=1,"2,3",2,2,2,0,1.0,0.9471526961615925,1.0,0.04715269616159257,0.0,0.0,0.1,0.27091288566589355,Feasible|selected=greedy
18,17,2,1,1,"ADD:4,4;REMOVE:4,3",0:-;1:-;2:-;3:-;4:3;5:-;6:-;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:4;5:-;6:-;7:-;8:-;9:-,4@4=1,4,1,1,1,0,1.0,0.9844194491247279,1.0,0.0844194491247279,0.0,0.0,0.1,0.25057101249694824,Feasible|selected=beam_search
19,18,2,1,1,"ADD:5,2;REMOVE:4,4",0:-;1:-;2:-;3:-;4:4;5:-;6:-;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:-;5:2;6:-;7:-;8:-;9:-,5@2=1,2,1,1,1,0,1.0,1.0037377425923668,1.0,0.10373774259236698,0.0,0.0,0.1,0.23204612731933594,Feasible|selected=greedy
20,19,3,2,1,"ADD:4,0;ADD:6,7;REMOVE:5,2",0:-;1:-;2:-;3:-;4:-;5:2;6:-;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:0;5:-;6:7;7:-;8:-;9:-,4@0=1;6@2=1;6@7=2,"0,2,7",4,3,3,0,1.0,0.8745439070684475,1.0,0.07454390706844753,0.0,0.0,0.2,0.2680778503417969,Feasible|selected=beam_search
21,20,4,2,2,"ADD:2,9;ADD:4,4;REMOVE:4,0;REMOVE:6,7",0:-;1:-;2:-;3:-;4:0;5:-;6:7;7:-;8:-;9:-,0:-;1:-;2:9;3:-;4:4;5:-;6:-;7:-;8:-;9:-,2@9=1;4@4=1,"9,4",2,2,2,0,1.0,0.9039407142138565,1.0,0.10394071421385646,0.0,0.0,0.2,0.24054503440856934,Feasible|selected=beam_search
22,21,3,1,2,"ADD:4,2;REMOVE:2,9;REMOVE:4,4",0:-;1:-;2:9;3:-;4:4;5:-;6:-;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:2;5:-;6:-;7:-;8:-;9:-,4@0=1;4@2=1;4@4=1,"0,2,4",3,3,3,0,1.0,0.9324070163351464,1.0,0.032407016335146525,0.0,0.0,0.1,0.2439718246459961,Feasible|selected=beam_search
23,22,2,1,1,"ADD:4,7;REMOVE:4,2",0:-;1:-;2:-;3:-;4:2;5:-;6:-;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:7;5:-;6:-;7:-;8:-;9:-,4@1=1;4@2=2;4@7=1,"1,2,7",4,3,3,0,1.0,0.9248337717634642,1.0,0.024833771763464026,0.0,0.0,0.1,0.24532508850097656,Feasible|selected=beam_search
24,23,3,2,1,"ADD:5,9;ADD:6,3;REMOVE:4,7",0:-;1:-;2:-;3:-;4:7;5:-;6:-;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:-;5:9;6:3;7:-;8:-;9:-,5@9=1;6@3=1,"9,3",2,2,2,0,1.0,0.898808193720346,1.0,0.09880819372034608,0.0,0.0,0.2,0.22947096824645996,Feasible|selected=beam_search
25,24,3,2,1,"ADD:4,2;ADD:6,1;REMOVE:6,3",0:-;1:-;2:-;3:-;4:-;5:9;6:3;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:2;5:9;6:1;7:-;8:-;9:-,4@2=1;5@2=1;5@6=1;6@1=1,"2,6,1",4,4,4,0,1.0,0.35097798698714205,0.5,0.050977986987142086,0.0,0.0,0.2,0.2683861255645752,Feasible|selected=beam_search
26,25,4,1,3,"ADD:4,8;REMOVE:4,2;REMOVE:5,9;REMOVE:6,1",0:-;1:-;2:-;3:-;4:2;5:9;6:1;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:8;5:-;6:-;7:-;8:-;9:-,4@5=2;4@6=2,"5,6",4,2,2,0,1.0,0.9,1.0,0.0,0.0,0.0,0.1,0.24018406867980957,Feasible|selected=greedy
27,26,3,2,1,"ADD:4,7;ADD:5,4;REMOVE:4,8",0:-;1:-;2:-;3:-;4:8;5:-;6:-;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:7;5:4;6:-;7:-;8:-;9:-,4@1=2;4@4=1;4@7=1;4@9=1;5@4=1,"1,4,7,9",6,5,5,0,1.0,0.8286042771393995,1.0,0.028604277139399607,0.0,0.0,0.2,0.27744483947753906,Feasible|selected=beam_search
28,27,4,2,2,"ADD:4,0;ADD:6,2;REMOVE:4,7;REMOVE:5,4",0:-;1:-;2:-;3:-;4:7;5:4;6:-;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:0;5:-;6:2;7:-;8:-;9:-,4@7=1;6@2=1,"7,2",2,2,2,0,1.0,0.8541661570930872,1.0,0.05416615709308722,0.0,0.0,0.2,0.24139189720153809,Feasible|selected=beam_search
29,28,7,5,2,"ADD:2,0;ADD:2,1;ADD:4,3;ADD:5,5;ADD:6,1;REMOVE:4,0;REMOVE:6,2",0:-;1:-;2:-;3:-;4:0;5:-;6:2;7:-;8:-;9:-,0:-;1:-;2:0|1;3:-;4:3;5:5;6:1;7:-;8:-;9:-,2@0=1;2@1=1;2@2=1;2@3=1;2@6=1;4@3=1;5@5=1;6@1=2;6@6=1,"0,1,2,3,6,5",10,9,9,0,1.0,0.5654605691299877,1.0,0.06546056912998764,0.0,0.0,0.5,0.3298039436340332,Feasible|selected=beam_search
30,29,6,2,4,"ADD:4,4;ADD:6,4;REMOVE:2,0;REMOVE:2,1;REMOVE:4,3;REMOVE:5,5",0:-;1:-;2:0|1;3:-;4:3;5:5;6:1;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:4;5:-;6:1|4;7:-;8:-;9:-,4@4=1;4@6=1;4@8=1;6@4=1,"4,6,8",4,4,4,0,1.0,0.6495881644969532,0.8,0.04958816449695319,0.0,0.0,0.2,0.2328190803527832,Feasible|selected=beam_search
31,30,5,2,3,"ADD:4,2;ADD:6,8;REMOVE:4,4;REMOVE:6,1;REMOVE:6,4",0:-;1:-;2:-;3:-;4:4;5:-;6:1|4;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:2;5:-;6:8;7:-;8:-;9:-,4@0=1;4@2=2;4@5=1;6@2=1;6@1=1;6@8=1,"0,2,5,1,8",7,6,6,0,1.0,0.841885384081503,1.0,0.04188538408150308,0.0,0.0,0.2,0.24710774421691895,Feasible|selected=beam_search
32,31,5,3,2,"ADD:3,6;ADD:4,6;ADD:5,1;REMOVE:4,2;REMOVE:6,8",0:-;1:-;2:-;3:-;4:2;5:-;6:8;7:-;8:-;9:-,0:-;1:-;2:-;3:6;4:6;5:1;6:-;7:-;8:-;9:-,3@6=1;4@6=1;4@4=1;5@1=1,"6,4,1",4,4,4,0,1.0,0.7763665486558442,1.0,0.0763665486558442,0.0,0.0,0.30000000000000004,0.26778602600097656,Feasible|selected=beam_search
33,32,5,3,2,"ADD:4,7;ADD:6,0;ADD:6,1;REMOVE:3,6;REMOVE:4,6",0:-;1:-;2:-;3:6;4:6;5:1;6:-;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:7;5:1;6:0|1;7:-;8:-;9:-,4@4=1;4@7=1;4@8=1;5@7=1;5@1=1;6@1=1;6@0=1;6@2=1,"4,7,8,1,0,2",8,8,8,0,1.0,0.42088413605937114,0.6666666666666666,0.05421746939270451,0.0,0.0,0.30000000000000004,0.3299520015716553,Feasible|selected=beam_search
34,33,5,1,4,"ADD:4,4;REMOVE:4,7;REMOVE:5,1;REMOVE:6,0;REMOVE:6,1",0:-;1:-;2:-;3:-;4:7;5:1;6:0|1;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:4;5:-;6:-;7:-;8:-;9:-,4@4=1,4,1,1,1,0,1.0,1.0154298386556069,1.0,0.11542983865560696,0.0,0.0,0.1,0.20982074737548828,Feasible|selected=greedy
35,34,3,2,1,"ADD:4,9;ADD:6,7;REMOVE:4,4",0:-;1:-;2:-;3:-;4:4;5:-;6:-;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:9;5:-;6:7;7:-;8:-;9:-,4@3=1;4@6=1;6@4=1;6@9=1,"3,6,4,9",4,4,4,0,1.0,0.8,1.0,0.0,0.0,0.0,0.2,0.25911498069763184,Feasible|selected=greedy
36,35,4,3,1,"ADD:3,8;ADD:4,7;ADD:5,3;REMOVE:4,9",0:-;1:-;2:-;3:-;4:9;5:-;6:7;7:-;8:-;9:-,0:-;1:-;2:-;3:8;4:7;5:3;6:7;7:-;8:-;9:-,3@8=1;4@4=1;4@7=1;4@9=1;5@3=2;6@0=2;6@2=1;6@6=1,"8,4,7,9,3,0,2,6",10,8,8,0,1.0,0.23967500190495994,0.5,0.03967500190496,0.0,0.0,0.30000000000000004,0.30996203422546387,Feasible|selected=greedy
37,36,4,1,3,"ADD:4,1;REMOVE:3,8;REMOVE:4,7;REMOVE:5,3",0:-;1:-;2:-;3:8;4:7;5:3;6:7;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:1;5:-;6:7;7:-;8:-;9:-,4@1=1;6@0=1;6@6=1,"1,0,6",3,3,3,0,1.0,0.6850537558494847,0.75,0.035053755849484634,0.0,0.0,0.1,0.22160911560058594,Feasible|selected=greedy
38,37,4,2,2,"ADD:4,6;ADD:6,9;REMOVE:4,1;REMOVE:6,7",0:-;1:-;2:-;3:-;4:1;5:-;6:7;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:6;5:-;6:9;7:-;8:-;9:-,4@6=1;6@3=1;6@9=1,"6,3,9",3,3,3,0,1.0,0.8693810427764541,1.0,0.06938104277645402,0.0,0.0,0.2,0.21917223930358887,Feasible|selected=greedy
39,38,4,2,2,"ADD:4,3;ADD:6,4;REMOVE:4,6;REMOVE:6,9",0:-;1:-;2:-;3:-;4:6;5:-;6:9;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:3;5:-;6:4;7:-;8:-;9:-,4@3=1;4@7=1;6@4=1,"3,7,4",3,3,3,0,1.0,0.8661771689864493,1.0,0.06617716898644917,0.0,0.0,0.2,0.23305392265319824,Feasible|selected=beam_search
40,39,5,3,2,"ADD:2,2;ADD:4,1;ADD:4,4;REMOVE:4,3;REMOVE:6,4",0:-;1:-;2:-;3:-;4:3;5:-;6:4;7:-;8:-;9:-,0:-;1:-;2:2;3:-;4:1|4;5:-;6:-;7:-;8:-;9:-,2@0=1;2@2=2;2@4=1;2@8=1;4@4=1;4@1=1,"0,2,4,8,1",7,6,6,0,1.0,0.7643756862938091,1.0,0.06437568629380913,0.0,0.0,0.30000000000000004,0.2709810733795166,Feasible|selected=beam_search
41,40,7,4,3,"ADD:2,1;ADD:4,8;ADD:5,4;ADD:6,6;REMOVE:2,2;REMOVE:4,1;REMOVE:4,4",0:-;1:-;2:2;3:-;4:1|4;5:-;6:-;7:-;8:-;9:-,0:-;1:-;2:1;3:-;4:8;5:4;6:6;7:-;8:-;9:-,2@1=3;4@8=1;5@4=1;6@6=1,"1,8,4,6",6,4,4,0,1.0,0.6982641964775799,1.0,0.09826419647757981,0.0,0.0,0.4,0.2664351463317871,Feasible|selected=beam_search
42,41,5,2,3,"ADD:4,2;ADD:6,2;REMOVE:2,1;REMOVE:4,8;REMOVE:6,6",0:-;1:-;2:1;3:-;4:8;5:4;6:6;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:2;5:4;6:2;7:-;8:-;9:-,4@0=1;4@4=1;4@5=1;4@9=1;5@4=1;6@2=1,"0,4,5,9,2",6,6,6,0,1.0,0.5813898523996084,0.75,0.03138985239960834,0.0,0.0,0.2,0.27686572074890137,Feasible|selected=greedy
43,42,5,2,3,"ADD:4,6;ADD:6,9;REMOVE:4,2;REMOVE:5,4;REMOVE:6,2",0:-;1:-;2:-;3:-;4:2;5:4;6:2;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:6;5:-;6:9;7:-;8:-;9:-,4@6=1;6@9=1,"6,9",2,2,2,0,1.0,0.9103170554626014,1.0,0.11031705546260136,0.0,0.0,0.2,0.21038007736206055,Feasible|selected=greedy
44,43,3,1,2,"ADD:4,2;REMOVE:4,6;REMOVE:6,9",0:-;1:-;2:-;3:-;4:6;5:-;6:9;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:2;5:-;6:-;7:-;8:-;9:-,4@2=1,2,1,1,1,0,1.0,0.9833080284851511,1.0,0.08330802848515109,0.0,0.0,0.1,0.21707487106323242,Feasible|selected=greedy
45,44,2,1,1,"ADD:4,8;REMOVE:4,2",0:-;1:-;2:-;3:-;4:2;5:-;6:-;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:8;5:-;6:-;7:-;8:-;9:-,4@2=1;4@4=1;4@5=1;4@8=2,"2,4,5,8",5,4,4,0,1.0,0.9364107410954613,1.0,0.03641074109546118,0.0,0.0,0.1,0.22657394409179688,Feasible|selected=greedy
46,45,3,2,1,"ADD:4,7;ADD:6,2;REMOVE:4,8",0:-;1:-;2:-;3:-;4:8;5:-;6:-;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:7;5:-;6:2;7:-;8:-;9:-,4@0=1;4@1=1;4@4=1;4@9=2;6@2=1,"0,1,4,9,2",6,5,5,0,1.0,0.8166069763837323,1.0,0.016606976383732305,0.0,0.0,0.2,0.263308048248291,Feasible|selected=greedy
47,46,6,4,2,"ADD:3,4;ADD:4,8;ADD:5,1;ADD:6,8;REMOVE:4,7;REMOVE:6,2",0:-;1:-;2:-;3:-;4:7;5:-;6:2;7:-;8:-;9:-,0:-;1:-;2:-;3:4;4:8;5:1;6:8;7:-;8:-;9:-,3@4=1;4@2=1;4@8=1;5@1=1;6@5=1;6@6=1,"4,2,8,1,5,6",6,6,6,0,1.0,0.6478371652115312,1.0,0.047837165211531356,0.0,0.0,0.4,0.30303430557250977,Feasible|selected=greedy
48,47,3,0,3,"REMOVE:3,4;REMOVE:5,1;REMOVE:6,8",0:-;1:-;2:-;3:4;4:8;5:1;6:8;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:8;5:-;6:-;7:-;8:-;9:-,4@1=1;4@4=1,"1,4",2,2,2,0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.2049119472503662,Feasible|selected=greedy
49,48,2,1,1,"ADD:4,7;REMOVE:4,8",0:-;1:-;2:-;3:-;4:8;5:-;6:-;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:7;5:-;6:-;7:-;8:-;9:-,4@4=1;4@9=1,"4,9",2,2,2,0,1.0,0.9,1.0,0.0,0.0,0.0,0.1,0.19734597206115723,Feasible|selected=greedy
50,49,1,1,0,"ADD:6,2",0:-;1:-;2:-;3:-;4:7;5:-;6:-;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:7;5:-;6:2;7:-;8:-;9:-,4@1=1;4@2=1;4@7=1;6@2=1,"1,2,7",4,4,4,0,1.0,-0.052290599967126934,0.0,0.04770940003287307,0.0,0.0,0.1,0.22763276100158691,Feasible|selected=greedy
51,50,5,3,2,"ADD:4,0;ADD:4,1;ADD:5,6;REMOVE:4,7;REMOVE:6,2",0:-;1:-;2:-;3:-;4:7;5:-;6:2;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:0|1;5:6;6:-;7:-;8:-;9:-,4@0=1;4@1=1;4@7=1;5@6=1,"0,1,7,6",4,4,4,0,1.0,0.775353287709631,1.0,0.07535328770963103,0.0,0.0,0.30000000000000004,0.23517680168151855,Feasible|selected=beam_search
52,51,6,4,2,"ADD:1,0;ADD:1,1;ADD:4,7;ADD:4,8;REMOVE:4,0;REMOVE:4,1",0:-;1:-;2:-;3:-;4:0|1;5:6;6:-;7:-;8:-;9:-,0:-;1:0|1;2:-;3:-;4:7|8;5:6;6:-;7:-;8:-;9:-,1@0=1;1@1=1;4@0=1;4@2=1;4@3=1;4@4=1;4@5=1;4@7=1;4@8=1;5@1=1;5@6=1,"0,1,2,3,4,5,7,8,6",11,11,11,0,1.0,0.3130651519608969,0.6666666666666666,0.046398485294230275,0.0,0.0,0.4,0.3254561424255371,Feasible|selected=beam_search
53,52,5,2,3,"ADD:5,0;ADD:6,1;REMOVE:1,0;REMOVE:1,1;REMOVE:4,7",0:-;1:0|1;2:-;3:-;4:7|8;5:6;6:-;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:8;5:0|6;6:1;7:-;8:-;9:-,4@5=1;5@0=1;5@1=1;6@1=1,"5,0,1",4,4,4,0,1.0,0.4542674106245353,0.6,0.05426741062453535,0.0,0.0,0.2,0.2550351619720459,Feasible|selected=beam_search
54,53,4,1,3,"ADD:4,2;REMOVE:5,0;REMOVE:5,6;REMOVE:6,1",0:-;1:-;2:-;3:-;4:8;5:0|6;6:1;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:2|8;5:-;6:-;7:-;8:-;9:-,4@2=1,2,1,1,1,0,1.0,0.7643445428859869,0.75,0.11434454288598679,0.0,0.0,0.1,0.1965799331665039,Feasible|selected=beam_search
55,54,5,3,2,"ADD:3,9;ADD:4,7;ADD:6,1;REMOVE:4,2;REMOVE:4,8",0:-;1:-;2:-;3:-;4:2|8;5:-;6:-;7:-;8:-;9:-,0:-;1:-;2:-;3:9;4:7;5:-;6:1;7:-;8:-;9:-,3@9=1;4@1=1;4@2=1;4@3=1;4@4=1;4@6=1;4@7=1;6@1=1,"9,1,2,3,4,6,7",8,8,8,0,1.0,0.7398254389173817,1.0,0.0398254389173817,0.0,0.0,0.30000000000000004,0.28838562965393066,Feasible|selected=beam_search
56,55,5,3,2,"ADD:1,1;ADD:3,4;ADD:6,2;REMOVE:3,9;REMOVE:6,1",0:-;1:-;2:-;3:9;4:7;5:-;6:1;7:-;8:-;9:-,0:-;1:1;2:-;3:4;4:7;5:-;6:2;7:-;8:-;9:-,1@1=1;3@4=1;4@7=1;6@2=1,"1,4,7,2",4,4,4,0,1.0,0.45737746053616135,0.6666666666666666,0.09071079386949474,0.0,0.0,0.30000000000000004,0.2476198673248291,Feasible|selected=greedy
57,56,6,3,3,"ADD:2,1;ADD:5,9;ADD:6,4;REMOVE:1,1;REMOVE:3,4;REMOVE:6,2",0:-;1:1;2:-;3:4;4:7;5:-;6:2;7:-;8:-;9:-,0:-;1:-;2:1;3:-;4:7;5:9;6:4;7:-;8:-;9:-,2@1=1;4@7=1;5@9=1;6@4=1,"1,7,9,4",4,4,4,0,1.0,0.5425474778482475,0.75,0.09254747784824752,0.0,0.0,0.30000000000000004,0.2640247344970703,Feasible|selected=greedy
58,57,8,4,4,"ADD:2,7;ADD:4,2;ADD:5,1;ADD:6,0;REMOVE:2,1;REMOVE:4,7;REMOVE:5,9;REMOVE:6,4",0:-;1:-;2:1;3:-;4:7;5:9;6:4;7:-;8:-;9:-,0:-;1:-;2:7;3:-;4:2;5:1;6:0;7:-;8:-;9:-,2@1=1;2@3=1;2@4=2;2@6=2;4@2=1;5@1=1;6@0=1,"1,3,4,6,2,0",9,7,7,0,1.0,0.6376729359857879,1.0,0.03767293598578784,0.0,0.0,0.4,0.27733802795410156,Feasible|selected=greedy
59,58,7,3,4,"ADD:3,2;ADD:4,8;ADD:5,4;REMOVE:2,7;REMOVE:4,2;REMOVE:5,1;REMOVE:6,0",0:-;1:-;2:7;3:-;4:2;5:1;6:0;7:-;8:-;9:-,0:-;1:-;2:-;3:2;4:8;5:4;6:-;7:-;8:-;9:-,3@2=1;4@1=1;4@5=1;4@7=1;5@4=1,"2,1,5,7,4",5,5,5,0,1.0,0.7367478905748113,1.0,0.03674789057481136,0.0,0.0,0.30000000000000004,0.2622659206390381,Feasible|selected=greedy
